#SampleID;alias;Compartment;Mesocosm;Sample_type;Water_type;Time;Sampling_date;NA_concentration
8-Mesocosm-4-2-Exp1-D-0-Sed;8-Mesocosm-4-2-Exp1-D-0-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D-0;14-07-2021;1.4
55-Mesocosm-4-1-Exp1-D28-Sed;55-Mesocosm-4-1-Exp1-D28-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D28;18-08-2021;0.3
56-Mesocosm-4-2-Exp1-D28-Sed;56-Mesocosm-4-2-Exp1-D28-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D28;18-08-2021;0.3
79-Mesocosm-4-1-Exp1-D42-Sed;79-Mesocosm-4-1-Exp1-D42-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D42;01-09-2021;0.2
80-Mesocosm-4-2-Exp1-D42-Sed;80-Mesocosm-4-2-Exp1-D42-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D42;01-09-2021;0.2
31-Mesocosm-4-1-Exp1-D8-Sed;31-Mesocosm-4-1-Exp1-D8-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D8;29-07-2021;0.2
32-Mesocosm-4-2-Exp1-D8-Sed;32-Mesocosm-4-2-Exp1-D8-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D8;29-07-2021;0.2
103-Mesocosm-4-1-Exp1-TEST-Sed;103-Mesocosm-4-1-Exp1-TEST-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D84;13-10-2021;0.3
104-Mesocosm-4-2-Exp1-TEST-Sed;104-Mesocosm-4-2-Exp1-TEST-Sed;Sediments;Mesocosm_4;No_plant;Artificial_OSPW;D84;13-10-2021;0.3
10-Mesocosm-5-2-Exp1-D-0-Sed;10-Mesocosm-5-2-Exp1-D-0-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D-0;14-07-2021;0.9
9-Mesocosm-5-1-Exp1-D-0-Sed;9-Mesocosm-5-1-Exp1-D-0-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D-0;14-07-2021;0.9
57-Mesocosm-5-1-Exp1-D28-Sed;57-Mesocosm-5-1-Exp1-D28-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D28;18-08-2021;0.4
58-Mesocosm-5-2-Exp1-D28-Sed;58-Mesocosm-5-2-Exp1-D28-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D28;18-08-2021;0.4
81-Mesocosm-5-1-Exp1-D42-Sed;81-Mesocosm-5-1-Exp1-D42-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D42;01-09-2021;0.5
82-Mesocosm-5-2-Exp1-D42-Sed;82-Mesocosm-5-2-Exp1-D42-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D42;01-09-2021;0.5
33-Mesocosm-5-1-Exp1-D8-Sed;33-Mesocosm-5-1-Exp1-D8-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D8;29-07-2021;0.5
34-Mesocosm-5-2-Exp1-D8-Sed;34-Mesocosm-5-2-Exp1-D8-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D8;29-07-2021;0.5
105-Mesocosm-5-1-Exp1-TEST-Sed;105-Mesocosm-5-1-Exp1-TEST-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D84;13-10-2021;0.1
106-Mesocosm-5-2-Exp1-TEST-Sed;106-Mesocosm-5-2-Exp1-TEST-Sed;Sediments;Mesocosm_5;No_plant;Artificial_OSPW;D84;13-10-2021;0.1
11-12-Mesocosm-6-1-6-2-Exp1-D-0-Racine;11-12-Mesocosm-6-1-6-2-Exp1-D-0-Racine;Roots;Mesocosm_6;Carex;OSPW;D-0;14-07-2021;1
11-12Mesocosm-6-1-6-2-Exp1-D-0-Rhizo;11-12Mesocosm-6-1-6-2-Exp1-D-0-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D-0;14-07-2021;1
11-Mesocosm-6-1-Exp1-D-0-Sed;11-Mesocosm-6-1-Exp1-D-0-Sed;Sediments;Mesocosm_6;Carex;OSPW;D-0;14-07-2021;1
12-Mesocosm-6-2-Exp1-D-0-Sed;12-Mesocosm-6-2-Exp1-D-0-Sed;Sediments;Mesocosm_6;Carex;OSPW;D-0;14-07-2021;1
59-Mesocosm-6-1-Exp1-D28-Racine;59-Mesocosm-6-1-Exp1-D28-Racine;Roots;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
59-Mesocosm-6-1-Exp1-D28-Rhizo;59-Mesocosm-6-1-Exp1-D28-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
59-Mesocosm-6-1-Exp1-D28-Sed;59-Mesocosm-6-1-Exp1-D28-Sed;Sediments;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
60-Mesocosm-6-2-Exp1-D28-Racine;60-Mesocosm-6-2-Exp1-D28-Racine;Roots;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
60-Mesocosm-6-2-Exp1-D28-Rhizo;60-Mesocosm-6-2-Exp1-D28-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
60-Mesocosm-6-2-Exp1-D28-Sed;60-Mesocosm-6-2-Exp1-D28-Sed;Sediments;Mesocosm_6;Carex;OSPW;D28;18-08-2021;52.3
83-Mesocosm-6-1-Exp1-D42-Racine;83-Mesocosm-6-1-Exp1-D42-Racine;Roots;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
83-Mesocosm-6-1-Exp1-D42-Rhizo;83-Mesocosm-6-1-Exp1-D42-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
83-Mesocosm-6-1-Exp1-D42-Sed;83-Mesocosm-6-1-Exp1-D42-Sed;Sediments;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
84-Mesocosm-6-2-Exp1-D42-Racine;84-Mesocosm-6-2-Exp1-D42-Racine;Roots;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
84-Mesocosm-6-2-Exp1-D42-Rhizo;84-Mesocosm-6-2-Exp1-D42-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
84-Mesocosm-6-2-Exp1-D42-Sed;84-Mesocosm-6-2-Exp1-D42-Sed;Sediments;Mesocosm_6;Carex;OSPW;D42;01-09-2021;43.5
35-Mesocosm-6-1-Exp1-D8-Racine;35-Mesocosm-6-1-Exp1-D8-Racine;Roots;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
35-Mesocosm-6-1-Exp1-D8-Rhizo;35-Mesocosm-6-1-Exp1-D8-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
35-Mesocosm-6-1-Exp1-D8-Sed;35-Mesocosm-6-1-Exp1-D8-Sed;Sediments;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
36-Mesocosm-6-2-Exp1-D8-Racine;36-Mesocosm-6-2-Exp1-D8-Racine;Roots;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
36-Mesocosm-6-2-Exp1-D8-Rhizo;36-Mesocosm-6-2-Exp1-D8-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
36-Mesocosm-6-2-Exp1-D8-Sed;36-Mesocosm-6-2-Exp1-D8-Sed;Sediments;Mesocosm_6;Carex;OSPW;D8;29-07-2021;68.3
107-Mesocosm-6-1-Exp1-TEST-Racines;107-Mesocosm-6-1-Exp1-TEST-Racines;Roots;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
107-Mesocosm-6-1-Exp1-TEST-Rhizo;107-Mesocosm-6-1-Exp1-TEST-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
107-Mesocosm-6-1-Exp1-TEST-Sed;107-Mesocosm-6-1-Exp1-TEST-Sed;Sediments;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
108-Mesocosm-6-2-Exp1-TEST-Racine;108-Mesocosm-6-2-Exp1-TEST-Racine;Roots;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
108-Mesocosm-6-2-Exp1-TEST-Rhizo;108-Mesocosm-6-2-Exp1-TEST-Rhizo;Rhizosphere;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
108-Mesocosm-6-2-Exp1-TEST-Sed;108-Mesocosm-6-2-Exp1-TEST-Sed;Sediments;Mesocosm_6;Carex;OSPW;D84;13-10-2021;13.1
13-14-Mesocosm-7-1-7-2-Exp1-D-0-Racine;13-14-Mesocosm-7-1-7-2-Exp1-D-0-Racine;Roots;Mesocosm_7;Carex;OSPW;D-0;14-07-2021;0.4
13-14Mesocosm-7-1-7-2-Exp1-D-0-Rhizo;13-14Mesocosm-7-1-7-2-Exp1-D-0-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D-0;14-07-2021;0.4
13-Mesocosm-7-1-Exp1-D-0-Sed;13-Mesocosm-7-1-Exp1-D-0-Sed;Sediments;Mesocosm_7;Carex;OSPW;D-0;14-07-2021;0.4
14-Mesocosm-7-2-Exp1-D-0-Sed;14-Mesocosm-7-2-Exp1-D-0-Sed;Sediments;Mesocosm_7;Carex;OSPW;D-0;14-07-2021;0.4
61-Mesocosm-7-1-Exp1-D28-Racine;61-Mesocosm-7-1-Exp1-D28-Racine;Roots;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
61-Mesocosm-7-1-Exp1-D28-Rhizo;61-Mesocosm-7-1-Exp1-D28-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
61-Mesocosm-7-1-Exp1-D28-Sed;61-Mesocosm-7-1-Exp1-D28-Sed;Sediments;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
62-Mesocosm-7-2-Exp1-D28-Racine;62-Mesocosm-7-2-Exp1-D28-Racine;Roots;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
62-Mesocosm-7-2-Exp1-D28-Rhizo;62-Mesocosm-7-2-Exp1-D28-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
62-Mesocosm-7-2-Exp1-D28-Sed;62-Mesocosm-7-2-Exp1-D28-Sed;Sediments;Mesocosm_7;Carex;OSPW;D28;18-08-2021;44.3
85-Mesocosm-7-1-Exp1-D42-Racine;85-Mesocosm-7-1-Exp1-D42-Racine;Roots;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
85-Mesocosm-7-1-Exp1-D42-Rhizo;85-Mesocosm-7-1-Exp1-D42-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
85-Mesocosm-7-1-Exp1-D42-Sed;85-Mesocosm-7-1-Exp1-D42-Sed;Sediments;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
86-Mesocosm-7-2-Exp1-D42-Racine;86-Mesocosm-7-2-Exp1-D42-Racine;Roots;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
86-Mesocosm-7-2-Exp1-D42-Rhizo;86-Mesocosm-7-2-Exp1-D42-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
86-Mesocosm-7-2-Exp1-D42-Sed;86-Mesocosm-7-2-Exp1-D42-Sed;Sediments;Mesocosm_7;Carex;OSPW;D42;01-09-2021;55.2
37-Mesocosm-7-1-Exp1-D8-Racine;37-Mesocosm-7-1-Exp1-D8-Racine;Roots;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
37-Mesocosm-7-1-Exp1-D8-Rhizo;37-Mesocosm-7-1-Exp1-D8-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
37-Mesocosm-7-1-Exp1-D8-Sed;37-Mesocosm-7-1-Exp1-D8-Sed;Sediments;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
38-Mesocosm-7-2-Exp1-D8-Racine;38-Mesocosm-7-2-Exp1-D8-Racine;Roots;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
38-Mesocosm-7-2-Exp1-D8-Rhizo;38-Mesocosm-7-2-Exp1-D8-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
38-Mesocosm-7-2-Exp1-D8-Sed;38-Mesocosm-7-2-Exp1-D8-Sed;Sediments;Mesocosm_7;Carex;OSPW;D8;29-07-2021;112.6
109-Mesocosm-7-1-Exp1-TEST-Racines;109-Mesocosm-7-1-Exp1-TEST-Racines;Roots;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
109-Mesocosm-7-1-Exp1-TEST-Rhizo;109-Mesocosm-7-1-Exp1-TEST-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
109-Mesocosm-7-1-Exp1-TEST-Sed;109-Mesocosm-7-1-Exp1-TEST-Sed;Sediments;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
110-Mesocosm-7-2-Exp1-TEST-Racine;110-Mesocosm-7-2-Exp1-TEST-Racine;Roots;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
110-Mesocosm-7-2-Exp1-TEST-Rhizo;110-Mesocosm-7-2-Exp1-TEST-Rhizo;Rhizosphere;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
110-Mesocosm-7-2-Exp1-TEST-Sed;110-Mesocosm-7-2-Exp1-TEST-Sed;Sediments;Mesocosm_7;Carex;OSPW;D84;13-10-2021;10.2
15-Mesocosm-8-1-Exp1-D-0-Sed;15-Mesocosm-8-1-Exp1-D-0-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D-0;14-07-2021;1.9
16-Mesocosm-8-2-Exp1-D-0-Sed;16-Mesocosm-8-2-Exp1-D-0-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D-0;14-07-2021;1.9
63-Mesocosm-8-1-Exp1-D28-Sed;63-Mesocosm-8-1-Exp1-D28-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D28;18-08-2021;0.4
64-Mesocosm-8-2-Exp1-D28-Sed;64-Mesocosm-8-2-Exp1-D28-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D28;18-08-2021;0.4
87-Mesocosm-8-1-Exp1-D42-Sed;87-Mesocosm-8-1-Exp1-D42-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D42;01-09-2021;0.7
88-Mesocosm-8-2-Exp1-D42-Sed;88-Mesocosm-8-2-Exp1-D42-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D42;01-09-2021;0.7
39-Mesocosm-8-1-Exp1-D8-Sed;39-Mesocosm-8-1-Exp1-D8-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D8;29-07-2021;0.2
40-Mesocosm-8-2-Exp1-D8-Sed;40-Mesocosm-8-2-Exp1-D8-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D8;29-07-2021;0.2
111-Mesocosm-8-1-Exp1-TEST-Sed;111-Mesocosm-8-1-Exp1-TEST-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D84;13-10-2021;1.3
112-Mesosocm-8-2-Exp1-TEST-Sed;112-Mesosocm-8-2-Exp1-TEST-Sed;Sediments;Mesocosm_8;No_plant;Artificial_OSPW;D84;13-10-2021;1.3
17-Mesocosm-9-1-Exp1-D-0-Sed;17-Mesocosm-9-1-Exp1-D-0-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D-0;14-07-2021;1
18-Mesocosm-9-2-Exp1-D-0-Sed;18-Mesocosm-9-2-Exp1-D-0-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D-0;14-07-2021;1
65-Mesocosm-9-1-Exp1-D28-Sed;65-Mesocosm-9-1-Exp1-D28-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D28;18-08-2021;91.5
66-Mesocosm-9-2-Exp1-D28-Sed;66-Mesocosm-9-2-Exp1-D28-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D28;18-08-2021;91.5
90-Mesocosm-9-2-Exp1-D42-Sed;90-Mesocosm-9-2-Exp1-D42-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D42;01-09-2021;67.2
89-Mesocosm-9-1-Exp1-D42-Sed;89-Mesocosm-9-1-Exp1-D42-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D42;01-09-2021;67.2
41-Mesocosm-9-1-Exp1-D8-Sed;41-Mesocosm-9-1-Exp1-D8-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D8;29-07-2021;92
42-Mesocosm-9-2-Exp1-D8-Sed;42-Mesocosm-9-2-Exp1-D8-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D8;29-07-2021;92
113-Mesocosm-9-1-Exp1-TEST-Sed;113-Mesocosm-9-1-Exp1-TEST-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D84;13-10-2021;61.7
114-Mesocosm-9-2-Exp1-TEST-Sed;114-Mesocosm-9-2-Exp1-TEST-Sed;Sediments;Mesocosm_9;No_plant;OSPW;D84;13-10-2021;61.7
15-Mesocosm-root;15-Mesocosm-root;Root;sundefined;undefined;undefined;undefined;undefined;
16-Mesocosm-root;16-Mesocosm-root;Root;sundefined;undefined;undefined;undefined;undefined;
14-Mesocosm-rhizosphere;14-Mesocosm-rhizosphere;Rhizosphere;undefined;undefined;undefined;undefined;undefined;
13-Mesocosm-rhizosphere;13-Mesocosm-rhizosphere;Rhizosphere;undefined;undefined;undefined;undefined;undefined;
